Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F)
Monday-November 19-2012,,Working Day,,,Mohmand Agency ,32.9746,70.1456,FATA,Ghaiba Khwar Area of Haleemzai Tehsil,Mobile,Low,Open,,Government Official,None,0.0,0.0,3.0,4,1.0,,Ghallanai Headquarter Hospital,7.52,45.536
Wednesday-November 21-2012,,Working Day,,6:15pm,Karachi,24.9918,66.9911,Sindh,Orangi Town Sec-5E-Near Haider-e-Qarrar Imambargah,Religious,High,Open,Muharram Procession,Religious,Shiite,3.0,4.0,4.0,7,1.0,4kg-5kg,Qatar Hospital-Abbasi Shaheed Hospital,22.22,71.996
Wednesday-November 21-2012,,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,Imambargah Qasar-e-Shabbir in Dhok Syedan-Misrial Road,Religious,High,Open,Muharram Procession,Religious,Shiite,12.0,20.0,25.0,40,1.0,,DHQ-Combined Military-Benazir Bhutto Hospital,16.795,62.231
Sunday-November 25-2012,,Holiday,Ashura,,D.I Khan,31.8238,70.9095,KPK,Commissionary Bazaar-Choglia Area,Market,High,Open,Muharram Procession,religious,Shiite,5.0,6.0,70.0,80,1.0,12kg,District Headquarter Teaching Hospital-Combined Military Hospital,12.21,53.978
Thursday-November 29-2012,,Working Day,,,South Waziristan,32.3202,69.8597,FATA,Rustam Bazaar,Mobile,Low,Open,,Anti-Militants,None,5.0,8.0,10.0,18,1.0,,Tehsil Headquarter Hospital Wana,3.895,39.011
Tuesday-December 4-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Haved Police Station Bannu,Police,High,Open,,Police,None,,15.253138075313808,6.0,10,1.0,600kg-800kg,DHQ Hospital Bannu,15.435,59.783
Wednesday-December 5-2012,,Working Day,,6:30AM,South waziristan,32.3202,69.8597,FATA,Zaree Noor Camp-Angoor Adda Rd,Military,High,Open,,Military,None,2.0,3.0,20.0,25,1.0,,First Treatment Hospital,7.1,44.78
Saturday-December 22-2012,,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Dhaki Nalbandi Area-Qissa Khwani Bazar,Residence,High,Closed,,Government Official,None,,9.0,17.0,20,1.0,4kg-6kg,Lady Reading Hospital,15.065,59.117
Thursday-January 10-2013,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Two suicide bombers blew themselves up at a crowded snooker club on Alamdar Road,Market,High,Closed,,Civilian,Shiite,51.0,93.0,116.0,121,2.0,,Civil Hospital and the Combined Military Hospital-Quetta,9.06,48.308
Friday-February 1-2013,,Working Day,,Friday prayer time,Hangu,33.5351,71.0713,KPK,Masjid Faizullah and Masjid Purdil near Marketplace,Religious,High,Open,Possibley anti-taliban Sunni Council,Civilian,Sunni,24.0,27.0,40.0,50,1.0,,DHQ-Kohat,10.79,51.422
Thursday-February 14-2013,,Working Day,,,Hangu,33.5351,71.0713,KPK,Security checkpost located in Tal area of Hangu ,Military,High,Open,FC check post,Military,None,7.0,15.253138075313808,8.0,23,1.0,,,12.12,53.816
Thursday-February 14-2013,,Working Day,,,Bannu,32.935,70.6688,KPK,Maryan police station in Frontier Region Bannu,Police,High,Open,TTP avenged killing of their fighters in custody and bodies thrown in Miramshah,Police,None,0.0,0.0,1.0,,4.0,,,8.31,46.958
Saturday-February 16-2013,,Working Day,Weekend,6:00pm,Quetta,30.2095,67.0182,Baluchistan,Kirani Road near Hazara Town,Market,Medium,Open,,Civilian,Shiite,64.0,84.0,180.0,200,1.0,1000kg,Civil Hospital and the Combined Military Hospital,5.49,41.882
Monday-February 18-2013,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Khyber Agency's Political Agent Office in Peshawar,Office Building,High,Closed,,Government Official,None,5.0,15.253138075313808,7.0,,2.0,6kg,Lady Reading Hospital,15.55,59.99
Monday-March 18-2013,,Working Day,,12:10pm,Peshawar,34.0043,71.5448,KPK,Judicial Complex loacated on Khyber Road,Office Building,High,open,Court Proceeding,Government Official,None,2.0,4.0,22.0,47,2.0,6kg,Lady Reading Hospital,18.725,65.705
Saturday-March 23-2013,,Holiday,Pakistan Day,,North waziristan,32.9746,70.1456,FATA,Security Checkpost near Miramshah,Military,High,Open,Tochi Scouts Check Post Building,Military,None,8.0,22.0,20.0,35,1.0,,,6.44,43.592
Friday-March 29-2013,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Near security check post Saddar Cantt area of Peshawar,Market,High,Open,FC convoy,Military,None,5.0,12.0,11.0,35,,,Lady Reading Hospital,21.525,70.745
Tuesday-April 16-2013,,Working Day,,,Peshawar,34.0043,71.5448,KPK,The bomb blast took place in Yakatoot in Kotwali Abid Khan,Market,High,Open,Election campain gathering of a Secular Party,Civilian,None,16.0,18.0,49.0,60,1.0,6kg,Lady Reading Hospital,22.805,73.049
Tuesday-April 16-2013,,Working Day,,5:30pm,North waziristan,32.9746,70.1456,FATA,Near Dirdhoni Check Post,Military,High,Open,Military Convoy,Military,None,7.0,9.0,8.0,18,1.0,,Military Hospital Miranshah,16.9,62.42
Saturday-April 20-2013,,Working Day,,,Bajaur Agency,34.8718,71.5249,FATA,Outside Headquarter Hospital,Office Building,High,Open,,Civilian,None,4.0,4.0,4.0,4,1.0,,Headquarter Hospital Bajour Agency,18.81,65.858
Tuesday-April 23-2013,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Paramilitary check post near the Shiite neighbourhood,Residence,High,Open,Secratian,Civilian,Shiite,6.0,6.0,37.0,40,1.0,,,17.65,63.77
Monday-April 29-2013,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Jehangir Abad neighbourhood on Arbab Road,Market,High,Open,,civilian,None,8.0,10.0,30.0,45,,6kg,Khyber Teaching Hospital,23.69,74.642
Wednesday-May 1-2013,,Holiday,Labour Day,,Shikarpur,28.0,68.6667,Sindh,Southern Shikarpur district of Sindh province-some 400 kilometres (250 miles) northeast of Karachi,Mobile,Low,Open,Parliamentary Candidate from National People's Party in Sindh,civilian,None,1.0,1.0,2.0,2,,,,30.715,87.287
Tuesday-May 7-2013,,Working Day,,,Hangu,33.5351,71.0713,KPK,Near Market in the town of Doaba,Market,High,Open,KP 43 Election Candidate Syed Janan of JUIF,Civilian,None,12.0,12.0,35.0,40,,,,25.335,77.603
Wednesday-May 8-2013,,Working Day,,5:30am,Bannu,32.935,70.6688,KPK,Domail Police station Bannu,Police,High,Open,Bannu Police,Police,None,2.0,3.0,23.0,27,,,Government Hospital Bannu,20.715,69.287
Saturday-May 11-2013,,Holiday,General Elections,Evening,Karachi,24.9918,66.9911,Sindh,Manghopir,Military,Medium,Open,,Military,,2.0,2.0,3.0,5,,,,30.64,87.152
Sunday-May 12-2013,,Holiday,Weekend,Evening,Quetta,30.2095,67.0182,Baluchistan,Residence IG Police province of Balochistan,Police,High,Open,,Police,None,6.0,7.0,45.0,68,,,Civil Hospital,23.635,74.543
Friday-May 24-2013,,Working Day,,Noon,Peshawar,34.0043,71.5448,KPK,Outside Jamia Uloom al-Islamia Peshawar,Religious,High,Open,Afghan Religious Leader Haji Hidayatullah,religious,None,3.0,3.0,2.0,2,,6kg,,34.725,94.505
Monday-June 3-2013,,Working Day,,,North waziristan,32.9746,70.1456,FATA,Razmak town 20kms to the north of Miramshah,Military,High,Open,Security Checkpost,Military,None,,15.253138075313808,2.0,2,,,,21.715,71.087
Saturday-June 15-2013,,Working Day,,Noon,Quetta,30.2095,67.0182,Baluchistan,Parking of Sardar Bahadur Khan University-Quetta,Educational,Low,Open,,civilian,None,12.0,14.0,19.0,19,,,Bolan Medical Complex Quetta,29.55,85.19
Saturday-June 15-2013,,Working Day,,Noon,Quetta,30.2095,67.0182,Baluchistan,Bolan Medical Complex,Hospital,Low,Closed,Security officials visiting victims of suicide attack on student bus of Sarda Bahdur Khan Women Univrsity ,Police,None,11.0,11.0,,,,,Bolan Medical Complex Quetta,29.55,85.19
Tuesday-June 18-2013,,Working Day,,4pm,Mardan,34.1982,72.0444,KPK,Zaragaranoo Kallay-Ittehad Colony Mardan,Park/Ground,Low,Open,Police officials argue that Imran Khan Mohmand-a provincial lawmaker seems to have been the target,civilian,None,27.0,34.0,52.0,60,,7-8kg, Tehsil Headquarters Takht Bhai-Mardan Medical Complex and Lady Reading Hospital in Peshawar,27.465,81.437
Friday-June 21-2013,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Gulshan Colony,Religious,High,Closed,Sectarian strife,Civilian,Shiite,14.0,15.0,28.0,30,,6-7Kg,Lady Reading Hospital,35.0,95.0
Sunday-June 30-2013,,Holiday,Weekend,Evening,Quetta,30.2095,67.0182,Baluchistan,Hazara Town,Religious,High,Open,Sectarian strife,Civilian,Shiite,28.0,30.0,65.0,70,,,Bolan Medical Complex Quetta-CMH-Civil Hospital,30.915,87.647
Monday-July 8-2013,,Working Day,,,Hangu,33.5351,71.0713,KPK,Doaba Bazaar,Market,High,Open,Tribal elder Malik Habibullah Khan was the target,Civilian,,6.0,8.0,10.0,10,,,,30.72,87.296
Thursday-July 25-2013,,Working Day,,Evening,Sukkur,27.6833,68.8667,Sindh,Sukkur Barrage Colony,Police,Low,Open,Coordinated assault on ISI sukkur office building,Military,None,8.0,9.0,30.0,30,2.0,,,36.345,97.421
Friday-July 26-2013,,Working Day,,Evening,Kuram Agency ,32.9746,70.1456,KPK,Parachinar Bazaar,Market,High,Open,,Civilian,Shiite,43.0,50.0,180.0,200,2.0,,Parachinar Headquarters Hospital,26.015,78.827
Thursday-August 8-2013,,Holiday,Eid Holidays,,Quetta,30.2095,67.0182,Baluchistan,Police Headquarters Quetta,Police,High,Open,Gathering on Funeral prayers of SHO City Mohibullah who was shot dead earlier in the day,Police,None,30.0,38.0,50.0,60,1.0,8kg,Civil Hospital and CMH Quetta,31.06,87.908
Sunday-September 22-2013,,Holiday,,,Peshawar,34.0043,71.5448,KPK, All Saints Church near Qissa Khawani bazaar in  Peshawar,Religious,High,Open,Two suicide attackers blew themselves up outside a church near Qissa Khawani bazaar,Civilian,None,78.0,81.0,100.0,145,2.0,,Lady Reading Hospital,29.84,85.712
Wednesday-October 2-2013,,Working Day,,,Chaman,30.9222,66.4447,Baluchistan,southwestern border crossin between Afghanistan and Pakistan,Office Building,High,Open,,Government Official,None,6.0,8.0,10.0,16,1.0,,,24.42,75.956
Thursday-October 3-2013,,Working Day,,,Hangu,33.5351,71.0713,KPK,Spin Tall region of Hangu,Residence,High,Open,A Compound of an anti-Taliban militia commander Mullah Nabi Hanafi was targetted by militants,Anti-Militants,None,15.0,17.0,22.0,22,1.0,,,25.96,78.728
Friday-October 11-2013,,Working Day,,,South waziristan,32.3202,69.8597,FATA,Wana-main town of South waziristan,Military,High,Open,Military Convoy,Military,None,2.0,2.0,2.0,2,,,,19.61,67.298
Wednesday-October 16-2013,,Holiday,Eid Holidays,Evening,D. I Khan,31.8238,70.9095,KPK,Tehsil Kulachi-50km away from D.I Khan,Residence,High,Open,KP Law Minister Israrullah Gandapur was targeted and killed in the attack,Civilian,None,8.0,9.0,30.0,30,,,,28.61,83.498
Saturday-November 16-2013,,Holiday,Weekend,,Bannu,32.935,70.6688,KPK,Near River Kurram bridge,Mobile,High,Open,Targeted van of security forces ,Military,None,0.0,0.0,7.0,7,,,CMH Bannu,13.09,55.562
Tuesday-November 19-2013,,Working Day,,,North waziristan,32.9746,70.1456,FATA,Mir Ali town of Miramshah,Park/Ground,High,Open,It is said that Bannu TTP Militant commander Saifuddin was the target,Anti-Militants,None,7.0,7.0,1.0,1,,,,12.545,54.581
Friday-November 22-2013,,Working Day,,10:55 AM,Khyber Agency,34.0211,71.2874,KPK,Torkhan customs office in Landikotal,Office Building,Medium,Closed,,Government Official,None,0.0,0.0,26.0,26,,5kg,Hayatabad Medical Complex-Peshawar,15.985,60.773
Tuesday-December 17-2013,,Working Day,,Evening,Rawalpindi,33.6058,73.0437,Punjab,Gracy line area near Airport,Religious,Medium,Open,Sectarian strife,Civilian,Shiite,3.0,3.0,14.0,,,,Benazir Bhutto Hospital and District Headquarters Hospital,14.39,57.902
Wednesday-December 18-2013,,Working Day,,Evening,North waziristan,32.9746,70.1456,FATA,Kharoji checkpoint-about three kilometres east of Miranshah,Military,High,Open,Targeted security checkpoint as a revenge for killing Hakimullah Mahsud,Military,None,5.0,5.0,25.0,34,,,,8.19,46.742
Friday-December 20-2013,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Pakhtoon Chowk close to Old Sabzi Mandi-Karachi,Market,Medium,Open,Inspector Shafiq Tanoli was targeted,Police,None,2.0,2.0,20.0,21,,,Jinnah Hospital,18.735,65.723
Wednesday-January 1-2014,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Qambrani Road in Akhtarabad-on the outskirts of Quetta,Transport,High,Open,Sectarian strife,Civilian,Shiite,2.0,3.0,30.0,31,,,Bolan Medical Complex,1.605,34.889
Monday-January 6-2014,,Working Day,,,Hangu,33.5351,71.0713,KPK,Shia-dominated Ibrahimzai area of Hangu district,Educational,High,Open,Sectarian strife,Civilian,Shiite,2.0,2.0,2.0,2,,,,9.235,48.623
Thursday-January 9-2014,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Near Essa Nagri at the Lyari Expressway,Mobile,Low,Open,Superintendent of Police (SP) Crime Investigation Department (CID) Chaudhry Aslam was the TTP target,Police,None,3.0,3.0,7.0,11,,20-25kg,Agha Khan University Hospital,15.395,59.711
Monday-January 20-2014,,Working Day,,7:45 AM,Rawalpindi,33.6058,73.0437,Punjab,R.A Bazaar,Market,High,Open,TTP claimed this attack as payback for a deadly military raid on the Lal Masjid (Red Mosque) in Rawalpindi in 2007.,Military,None,13.0,13.0,15.0,15,,,,11.455,52.619
Thursday-January 23-2014,,,,,Peshawar,34.0043,71.5448,KPK,Kohat road,Unknown,High,,,Civilian,,,6.0,,8,,,,11.11,51.998
Wednesday-January 29-2014,,Working Day,,,Karachi,24.9918,66.9911,Sindh,North Nazimabad Rangers headquarters,Military,High,Open,Rangers targeted by TTP,Military,None,3.0,3.0,0.0,1,,,Abbasi Shaheed Hospital,19.865,67.757
Tuesday-February 4-2014,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Kocha Risaldar area of Peshawar,Hotel,Medium,Closed,Sectarian strife,Civilian,None,9.0,9.0,25.0,50,,5Kg,Lady Reading Hospital ,10.82,51.476
Friday-February 7-2014,,Working Day,,,Khanewal,30.2999,71.9308,Punjab,,Mobile,Low,Open,Search operation of Security forces,Police,None,0.0,0.0,5.0,5,,,,13.335,56.003
Monday-February 10-2014,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Essa Khel Garhi area of Peshawar,Residence,Low,Open,Search operation of Security forces,Civilian,None,4.0,4.0,3.0,3,,6kg,Lady Reading Hospital,12.535,54.563
Thursday-February 13-2014,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Razzaqabad police training college in Karachi's Shah Latif Town,Police,High,Open,TTP revenge,Police,None,11.0,13.0,36.0,47,,25-30kg,Jinnah Hospital,20.305,68.549
Monday-February 24-2014,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Iranian consulate in University Town,Mobile,High,Open,Sectarian strife,Military,None,2.0,3.0,8.0,10,,60kg,Lady Reading Hospital,16.13,61.034
Monday-March 3-2014,,Working Day,,,Islamabad,33.718,73.0718,Capital,District court in Islamabad sector F-8,Office Building,Medium,Open,Judge with Laal masjid case,Government Official,None,11.0,11.0,24.0,29,,,Pakistan Institute of Medical Sciences,10.81,51.458
Friday-March 14-2014,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Sarband Area on the outskirts of city,Police,High,Open,Police patrol,Police,None,8.0,11.0,32.0,45,,14kg,Lady Reading Hospital,17.68,63.824
Thursday-April 24-2014,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Near old vegetable market,Market,High,Open,Police Inspector Ishfaq Tanoli was the target of the blast,Police,None,2.0,4.0,2.0,15,,,,30.56,87.008
Sunday-May 11-2014,,Holiday,,12:40 PM,Peshawar,34.0043,71.5448,KPK,Inside a mosque in Shahi Bagh area near Tirah IDPs registration center,Religious,High,Closed,IDPs of Tirah Valley,Civilian,None,4.0,5.0,9.0,11,,10kg,Lady Reading Hospital ,25.31,77.558
Wednesday-June 4-2014,,Working Day,,9:20:00 AM,Fateh Jang,33.5689,72.6378,Punjab,At a railway crossing at the junction of Fateh Jang and Rawalpindi,Mobile,Low,Open,Security forces vehicle,Military,None,5.0,5.0,5.0,5,,2kg,DHQ Fateh Jang,31.055,87.899
Sunday-June 8-2014,,Holiday,,,Taftan,28.28,62.35,Baluchistan,Hotel in Taftan near the Pakistan-Iran border,Hotel,High,Closed,Shia pilgrims,Civilian,Shiite,23.0,30.0,7.0,16,,,CMH Quetta,27.51,81.518
Monday-June 9-2014,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Jinnah Airport-Airport Road Karachi,Unknown,High,,,Police,,,28.0,,24,,,,32.695,90.851
Thursday-June 19-2014,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar ,Residence,Medium,Closed,Farman Ullah-the leader of anti-militants lashkar,Civilian,None,1.0,2.0,5.0,5,,,Lady Reading Hospital ,32.965,91.337
Tuesday-June 24-2014,,Working Day,,,North waziristan,32.9746,70.1456,FATA,Near a military checkpost in Spinwam village in Shawal valley,Hospital,High,Open,Operation Zarb-e-Azab,Military,None,3.0,3.0,1.0,1,,,,28.265,82.877
Wednesday-September 24-2014,,Working Day,,,Peshawar,34.0043,71.5448,KPK,,Mobile,Medium,open,the target of the bombing appeared to be Brigadier Khalid Javed-the second most senior officer in the Frontier Corps force,Military,None,4.0,5.0,18.0,29,,45KG,Lady Reading Hospital-Combined Military Hospital,29.84,85.712
Saturday-October 04-2014,,Working Day,,Night,Quetta,30.2095,67.0182,Baluchistan,Near a girls high school in Hazara Town,Educational,High,Open,Hazara ethnic shitte group,Civilian,Shiite,5.0,5.0,12.0,12,,,Bolan Medical Complex Hospital-Combined Military Hospital (CMH),26.59,79.862
Wednesday-October 15-2014,,,,,Tirah Valley,33.8679,70.51364,FATA,Pir Mela Area of Tirah Valley in Khyber Agency,Unknown,High,,,Police,,,7.0,,5,,,,17.21,62.978
Thursday-October 23-2014,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,,Park/Ground,Medium,open,Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Fazlur Rehman had a narrow escape as a suicide bomber detonated explosives near his vehicle outside a political rally in Quetta ,Civilian,None,2.0,3.0,15.0,20,,,,21.405,70.529
Sunday-November 02-2014,,Holiday,Weekend,,Wagah,31.6047,74.5729,Punjab,Pak-India Border Crossing on Grand Trunk Road,Military,High,open,,Civilian,None,45.0,55.0,70.0,120,,15KG,General Hospital Lahore-,22.18,71.924
Tuesday-December 16-2014,,,,,Peshawar,34.0043,71.5448,KPK,Army Public School,Unknown,High,,,Military,,,148.0,,132,,,,9.86,49.748
Sunday-December 28-2014,,,,,Zhob,31.35,69.45,Balochistan,Ismailzai,Unknown,High,,,Civilian,,,2.0,,0,,,,8.445,47.201
Friday-January 30-2015,,,,,Shikarpur,28.0,68.6667,Sindh,Imambargah,Unknown,High,,,Police,,60.0,62.0,,39,,,,16.225,61.205
Friday-February 13-2015,,,,,Peshawar,34.0043,71.5448,KPK,Imambargah,Unknown,High,,,Military,,,21.0,,60,,,,17.235,63.023
Tuesday-February 17-2015,,,,,Lahore,31.5451,74.3407,Punjab,Near Police Line ,Unknown,High,,,Civilian,,5.0,9.0,,,,,,18.68,65.624
Wednesday-February 18-2015,,,,,Rawalpindi,33.6,73.0333,Punjab,Qasre-sina Imambargah-kurri road,Unknown,High,,,Civilian,,,5.0,,6,,,,15.25,59.45
Sunday-March 15-2015,,,,,Lahore,31.5451,74.3407,Punjab,Outside Church,Unknown,High,,,Police,,,17.0,70.0,72,,,,18.63,65.534
Friday-March 20-2015,,,,,Karachi,24.9918,66.9911,Sindh,Roadside Qalandria Chowk North Nazimabad,Unknown,High,,,Police,,2.0,3.0,0.0,0,,,,27.0,80.6
Wednesday-May 6-2015,,Working Day,,,KURRAM AGENCY,32.9746,70.1456,FATA, outside a high-school football ground in Alizai area of Lower Kurram Agency,Unknown,High,,,Civilian,,2.0,3.0,,3,,,Ali Zai Hospital,25.985,78.773
Tuesday-May 26-2015,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,Unknown,High,,,Rangers,,1.0,2.0,,,,,,33.05,91.49
Tuesday-May 26-2015,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,Unknown,High,,,Civilian,,,5.0,,,,,,33.05,91.49
Friday-May 29-2015,,Working Day,,,Lahore,31.5451,74.3407,Punjab,Kalma Chowk near  Qaddafi Stadium,Unknown,High,,,Civilian,,1.0,2.0,,6,,,,34.08,93.344
Saturday-June 06-2015,,Weekend,,,Sargodha,32.0836,72.6711,Punjab,near Ghausia Market Sargodha,Unknown,High,,,Police,,,2.0,,6,,,,29.9,85.82
Monday-June 08-2015,,Working Day,,,North waziristan,32.9746379,70.1455,FATA,near the Afghan border in Pakistan's restive North Waziristan tribal area,Unknown,High,,The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.,Military,,7.0,19.0,,,,,,26.82,80.276
Thursday-June 11-2015,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Peshawars Hayatabad area ,Unknown,High,,,Civilian,,1.0,2.0,4.0,7,,,,30.58,87.044
Monday-June 29-2015,,Working Day,,,Lahore,,,Punjab,A house in Sheikhupura district ,Unknown,High,,,Civilian,,1.0,4.0,,http://www.samaa.tv/pakistan/29-Jun-2015/shootout-after-suicide-attack-in-lahore,,,,,
Friday-July 17-2015,,Holiday,,,Quetta,,,Balochistan,Entrance of a Shiite neighborhood in southwestern Pakistan,Unknown,High,, a suicide attacker has detonated his explosive vest at the entrance of a Shiite neighborhood in southwestern Pakistan killing one security guard.,Military,,1.0,1.0,,,,,,,
Sunday-Aug 16-2015,,Holiday,,,ATTOCK,33.768734,72.362147,Punjab,Political office in Attocks Shadi Khan area,Unknown,High,, Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village Attock Sunday along with 16 others.,Civilian,,16.0,19.0,23.0,25,,,,28.655,83.579
Thursay-Aug 27-2015,,Working Day,,,MULTAN,30.193636,71.449009,Punjab, house in the town of Pir Mahal,Unknown,High,,,Civilian,,4.0,4.0,,2,,,,33.575,92.435
Tuesday-Sep 01-2015,,Working Day,,,Khyber Agency,34.021103,71.287421,KPK, a local government office in Jamrud Bazaar area   Khyber Agency,Unknown,High,,,Police,,3.0,6.0,50.0,56,,,Hayatabad Medical Complex,28.225,82.805
Sunday-Sep 20-2015,,Holiday,,,Karachi,24.879503,67.174575,Sindh,Residential Building in Rafah-e-Aam Society in Karachi,Residential Building,Low,closed,A suicide bomber blew himself up during a joint action by police and Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 police officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.,Police & Rangers,,1.0,15.253138075313808,2.0,,1.0,,,35.0,95.0
Wednesday-Oct 14-2015,,Working Day,,,Taunsa,30.712665,70.658161,Punjab,At PoliticalParty MP's office on College road Taunsa DGK.,Unknown,High,,Public meeting with MPA was targeted at political party office.,Police,,7.0,15.253138075313808,10.0,20,1.0,13KG,,29.11,84.398
